title,price,overview,popularity,release_date,runtime,tagline,,vote_average,vote_count,,original_language,original_title
Cash McCall,7.99,"Cash McCall is a 1960 movie starring James Garner and Natalie Wood, based upon the novel of the same name by Cameron Hawley about a man who buys businesses in order to sell them at a profit. Recognized by critics as decades ahead of its time in numerous ways, especially its hardcore depiction of business dealings, the innovative film was directed by Joseph Pevney from a screenplay by Lenore J. Coffee and Marion Hargrove.",0.362876,27/01/1960,102,High finance and high romance are about to merge.,,7.5,2,,en,Cash McCall
One Night Only,9.99,"A group of female friends get together with some hired ""ladies of the evening"", and make some quick cash for throwing a raunchy party for the local hockey team.",0.004425,06/01/1986,87,"What fantasy could be worth $50,000?",,10,1,,en,One Night Only
Crooks and Coronets,9.99,"Two crooks are hired to rob an eccentric old lady's estate, but once they get to know her, they can't bring themselves to do it.",0.279551,02/04/1969,106,"The caper could get $5,000,000. All these American hoods had to do was knock off the nice old lady in World War I flying garb, the eccentric gentleman with the crossbow and the man-eating lion.",,10,1,,en,Crooks and Coronets
Ballerina,7.99,An intimate portrait of five ballerinas from the Kirov.,0.428373,31/08/2006,77,An intimate portrait of five ballerinas from the Kirov.,,8,3,,en,Ballerina
And the Oscar Goes To...,6.99,"The story of the gold-plated statuette that became the film industry's most coveted prize, And the Oscar Goes To... traces the history of the Academy itself, which began in 1927 when Louis B. Mayer, then head of MGM, led other prominent members of the industry in forming this professional honorary organization. Two years later the Academy began bestowing awards, which were nicknamed ""Oscar"" and quickly came to represent the pinnacle of cinematic achievement.",1.627151,02/02/2014,100,The Ultimate Insiders Look Into The Academy Awards,,7.1,15,,en,And the Oscar Goes To...
Say Nothing,8.99,"Housewife Grace Needham (Nastassja Kinski) has a one-night stand with Julian Grant (William Baldwin), who then becomes obsessed with sinking her marriage to husband Matt (Hart Bochner). The twist here is that Julian is a millionaire global powerbroker, and Matt works for him! It's a titanic battle of testosterone as the guys duke it out while Grace simmers angrily.",0.229743,01/08/2001,94,Think Fatal Attraction … in reverse!,,9,1,,en,Say Nothing
Man from Del Rio,6.99,"Mexican gunfighter Dave Robles outdraws the town's outlaw-turned-sheriff and is invited to fill the dead man's shoes. But a tin star doesn't bring automatic respectability and Robles is shunned by the town's leading citizens. His popularity with its less-savory element, particularly saloonkeeper Bannister, wanes dramatically, too, as he starts to take his job seriously. It is his love for a decent, caring woman that keeps Dave in town, but can she convince him to lay down his gun and start a new life?",0.776159,30/10/1956,82,OUTCAST WITH A GUN!,,7.1,4,,en,Man from Del Rio
Way Beyond Weight,7.99,"Today, one third of Brazilian children are overweight. This is the first generation to introduce diseases previously restricted to adults, such as depression, diabetes and cardiovascular problems. This documentary examines the case of childhood obesity in the country especially, but also in other countries in the world, interviewing parents, school representatives, and government officials responsible for food advertising.",0.341377,01/09/2012,83,Health,,8,1,,en,Muito Além do Peso
The Longest Ride,6.99,The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.,10.264416,09/04/2015,128,Two couples. Two love stories. One epic tale.,,7.3,1083,,en,The Longest Ride
Lage Raho Munna Bhai,7.99,"A hilarious underworld gangster known as Munna Bhai falls comically in love with a radio host by the name of Jahnvi, who runs an elders' home, which is taken over by an unscrupulous builder, who gets the residents kicked out ironically with the help of Munna's sidekick, Circuit, while Munna is busy romancing Jahnvi elsewhere.",3.540755,01/01/2006,144,They're back... and they're not alone!,,7.6,45,,en,Lage Raho Munna Bhai
Ship of Theseus,6.99,"This first feature film from Indian playwright Anand Gandhi, tells three stories about persons forced to think about the ethics and moral issues raised by medical advances: a visually impaired Egyptian photographer, who after a cornea transplant has trouble adjusting to her newfound sense of sight; a devout Indian monk fighting against animal testing, who has to confront his beliefs when he is diagnosed with liver cirrhosis; and an Indian stockbroker, who after having a kidney transplant learns about the illegal trade in stolen organs and decides to help a poor victim of such theft - even though it means travelling all the way from India to Sweden.
 The film was first shown at the 2012 Toronto International Film Festival, where it received great critical acclaim and was touted as ""the hidden gem of the year"". It was released in India in July 2013, and was awarded Best Feature Film of 2013 at the Indian National Film Awards in 2014.",0.837582,06/09/2012,143,How do you know where you end and where your environment begins?,,7.4,14,,en,Ship of Theseus
Antarctica: A Year on Ice,6.99,"Filling the giant screen with stunning time-lapse vistas of Antarctica, and detailing year-round life at McMurdo and Scott Base, Anthony Powell’s documentary is a potent hymn to the icy continent and the heavens above.",3.146793,05/09/2013,92,Step Outside The Box,,7.2,31,,en,Antarctica: A Year on Ice
The Age of Adaline,6.99,"After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life.",10.542026,16/04/2015,112,Love is timeless.,,7.4,2052,,en,The Age of Adaline
Sinatra: All or Nothing at All,6.99,"An up-close and personal examination of the life, music and career of the legendary entertainer. Told in his own words from hours of archived interviews, along with commentary from those closest to him, the documentary weaves the music and images from Sinatra’s life together with rarely seen footage of his famous 1971 “Retirement Concert” in Los Angeles. The film’s narrative is shaped by Sinatra’s song choices for that concert, which Gibney interprets as the singer’s personal guide through his own life.",0.669469,05/04/2015,240,The Songs He Chose Tell The Story Of His Life,,7.1,14,,en,Sinatra: All or Nothing at All
A Girl Like Her,6.99,"16 year old Jessica Burns has a secret that she’s afraid to share with anyone—except her best friend, Brian Slater. For the past year she’s been victimized by another girl: her former friend, Avery Keller, one of South Brookdale High School’s most popular and beautiful students. What can you do when the world sees the image of a person but not the reality? With Brian’s help and a hidden digital camera, the evidence of Avery’s relentless harassment is captured and finally exposed, bringing both girls and their families face to face with the truth.",3.766743,27/03/2015,91,Everybody's dreamgirl. One girl's nightmare.,,7.2,82,,en,A Girl Like Her
Winning Time: Reggie Miller vs. The New York Knicks,7.99,"Reggie Miller single-handedly crushed the hearts of Knick fans multiple times. But it was the 1995 Eastern Conference Semifinals that solidified Miller as Public Enemy #1 in New York City. With moments to go in Game 1, and facing a seemingly insurmountable deficit of 105-99, Miller scored eight points in 8.9 seconds to give his Indiana Pacers an astonishing victory. This career-defining performance, combined with his give-and-take with Knicks fan Spike Lee, made Miller and the Knicks a highlight of the 1995 NBA playoffs. Peabody Award-winning director Dan Klores will explore how Miller proudly built his legend as ""The Garden's Greatest Villain"".",1.130406,14/03/2010,68,Was it winning he loved or beating New York?,,8.2,8,,en,Winning Time: Reggie Miller vs. The New York Knicks
Bad Boys,9.99,Documentary about the Detroit Pistons.,0.450876,17/04/2014,100,Sometimes you gotta be bad to be good,,9.5,4,,en,Bad Boys
GMO OMG,6.99,"Today in the United States, by the simple acts of feeding ourselves, we are unwittingly participating in the largest experiment ever conducted on human beings. Each of us unknowingly consumes genetically engineered food on a daily basis. The risks and effects to our health and the environment are largely unknown. Yet more and more studies are being conducted around the world, which only provide even more reason for concern. We are the oblivious guinea pigs for wide-scale experimentation of modern biotechnology. GMO OMG tells the story of a fathers discovery of GMOs in relationship to his 3 young children and the world around him. We still have time to heal the planet, feed the world, and live sustainably. But we have to start now!",0.757848,13/09/2013,90,Is this the end of real food?,,7.4,15,,en,GMO OMG
The Velveteen Rabbit,7.99,A lonely boy wins over his distant father and strict grandmother with help from a brave velveteen rabbit whose one wish is to become a real rabbit someday,0.74021,01/01/2009,97,All You Need to Do is Believe.,,7.8,9,,en,The Velveteen Rabbit
Testament of Youth,6.99,"Testament of Youth is a powerful story of love, war and remembrance, based on the First World War memoir by Vera Brittain, which has become the classic testimony of that war from a woman’s point of view. A searing journey from youthful hopes and dreams to the edge of despair and back again, it’s a film about young love, the futility of war and how to make sense of the darkest times.",7.046825,14/10/2014,129,Divided by war. United by love.,,7.2,259,,en,Testament of Youth
Girl Rising,6.99,Nine filmmakers each profile a young girl from a different part of the world to weave a global tapestry of youth in the 21st century.,3.273977,07/03/2013,101,One Girl with Courage is a Revolution,,7.1,17,,en,Girl Rising
Call + Response,7.99,"Call + Response is a first of its kind feature documentary film that reveals the world’s 27 million dirtiest secrets: there are more slaves today than ever before in human history. Call + Response goes deep undercover where slavery is thriving from the child brothels of Cambodia to the slave brick kilns of rural India to reveal that in 2007, Slave Traders made more money than Google, Nike and Starbucks combined. Luminaries on the issue and many other prominent political and cultural figures offer first hand account of this 21st century trade. Performances from Grammy-winning and critically acclaimed artists move this chilling information into inspiration for stopping it. Music is part of the movement against human slavery. Dr. Cornel West connects the music of the American slave fields to the popular music we listen to today, and offers this connection as a rallying cry for the modern abolitionist movement currently brewing.",0.04002,10/10/2008,86,A FILM ABOUT THE WORLD'S 27 MILLION MOST TERRIFYING SECRETS.,,8,1,,en,Call + Response
One Little Pill,8.99,"Bold &amp; candid, One Little Pill will reveal to the world a startling pharmaceutical discovery &amp; assault the skepticism &amp; denial perpetuating alcohol dependence.",0.415124,01/10/2014,52,One Little Pill is a documentary film about the Sinclair Method for treating alcoholics.,,9,1,,en,One Little Pill
Pump,7.99,A documentary about the history of American dependence on oil.,0.499251,19/09/2014,88,Under this hood is the solution to our oil adddiction... but someone wants to keep it a secret.,,7.8,5,,en,Pump!
Cocaine Cowboys: Reloaded,6.99,"In the 1980s, ruthless Colombian cocaine barons invaded Miami with a brand of violence unseen in this country since Prohibition-era Chicago. Cocaine Cowboys is the true story of how Miami became the drug, murder and cash capital of the United States. But it isn't the whole story - Pulling from hundreds of hours of additional interviews and recently uncovered archival news footage, Cocaine Cowboys has been RELOADED: packed with footage and stories that have never been told about Griselda Blanco, the Medellín Cartel, and Miami's Cocaine Wars, with firsthand accounts by hit man Jorge 'Rivi' Ayala, cocaine trafficker Jon Roberts, smuggler Mickey Munday, and others. Cocaine Cowboys: Reloaded recreates Miami's Cocaine Wars like you've never experienced it.",0.871688,08/04/2014,152,How Miami became the cocaine capital of the United States!,,7.3,9,,en,Cocaine Cowboys: Reloaded
Resistance,6.99,"Are the medicines and every day products we use putting us at risk RESISTANCE sheds light on the global crisis of antibiotic resistance and uncovers how our extensive use of bacteria-killing antibiotics has created a new kind of disease, resistant to the medicines created to destroy it.",0.241235,01/01/2015,72,NOT ALL GERMS ARE CREATED EQUAL.,,7.2,5,,en,Resistance
Ethos,6.99,"Hosted by twice Oscar nominated actor and activist Woody Harrelson, Ethos lifts the lid on a Pandora's box of systemic issues that guarantee failure in almost every aspect of our lives; from the environment to democracy and our own personal liberty: From terrifying conflicts of interests in politics to unregulated corporate power, to a media in the hands of massive conglomerates, and a military industrial complex that virtually owns our representatives. With interviews from some of todays leading thinkers and source material from the finest documentary film makers of our times Ethos examines and unravels these complex relationships, and offers a solution, a simple but powerful way for you to change this system!",0.524436,01/01/2011,72,You are the solution,,7.1,4,,en,Ethos
Carol,6.99,"In 1950s New York, a department-store clerk who dreams of a better life falls for an older, married woman.",8.364201,20/11/2015,118,Some people change your life forever.,,7.3,1014,,en,Carol
The Mars Underground,6.99,"The Mars Underground is a landmark documentary that brings to life, through the use of state-of-the-art 3D animation, the daring first human mission to the red planet and explores the challenges of surviving on Mars.",0.180741,09/05/2007,52,Pioneers for the Next World,,7.1,5,,en,The Mars Underground
The Martian,7.99,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",25.62993,30/09/2015,141,Bring Him Home,,7.6,7442,,en,The Martian
Road,7.99,"Brothers addicted to speed at any price. Documentary following the motorcycle road racing careers, and fate, of the Dunlop family.",1.403263,11/06/2014,102,Brothers addicted to speed. At any price.,,7.7,16,,en,Road
Kung Fury,7.99,"During an unfortunate series of events, a friend of Kung Fury is assassinated by the most dangerous kung fu master criminal of all time, Adolf Hitler, a.k.a Kung Führer.  Kung Fury decides to travel back in time to Nazi Germany in order to kill Hitler and end the Nazi empire once and for all.",7.741143,22/05/2015,31,It takes a cop from the future to fight an enemy from the past.,,7.6,762,,en,Kung Fury
Child's Play,6.99,"At an exclusive boys' school, a new gym teacher is drawn into a feud between two older instructors, and he discovers that everything at the school is not quite as staid, tranquil and harmless as it seems.",0.549801,12/12/1972,100,You only lose once.,,7.3,4,,en,Child's Play
Don't Knock The Rock,7.99,"Rock-and-roller Arnie Haynes returns to his hometown as a hero to the teenagers. However, the mayor and other concerned adults have banned him from performing in his hometown because they consider him and his music a negative influence on the youth. But with the help of disc jockey/publicist Alan Freed and fellow artists (including Bill Haley and the Comets and Little Richard), they hope to convince everyone that rock and roll is not as dangerous as the adults think.",0.634649,14/12/1956,84,Rock'N'Roll Will Save The Day!,,7.5,2,,en,Don't Knock The Rock
Yield to the Night,7.99,A beautiful young woman snaps and kills a man she thought truly loved her. Her past shows that she's had a life of abusive relationships with men.,1.038506,19/06/1956,99,The Man-By-Man Story of a Lost Soul!,,8,3,,en,Yield to the Night
Streetwise,7.99,"Portrays the lives of nine desperate teenagers. Thrown too young into a seedy grown up world, these runaways and castaways survive, but just barely. Rat, the dumpster diver. Tiny, the teen prostitute. Shellie, the baby-faced blonde. DeWayne, the hustler. All old beyond their years. All underage survivors fighting for life and love on the streets of downtown Seattle.",0.270879,07/12/1984,91,The streets - your only chance for life.,,8.3,7,,en,Streetwise
The Impossible Years,7.99,"Trouble in suburbia: psychiatrist's teenage daughter gets arrested for demonstrating on a college campus--holding a sign with a ""dirty word"" written on.",0.152165,05/12/1968,92,The Battle of the Ages!,,8.3,3,,en,The Impossible Years
To Trap a Spy,7.99,The men from U.N.C.L.E. are off to Africa to stop the assassination of a president.,0.898135,01/01/1964,92,Your Favorite UNCLEs Have a Date With Danger!,,8,2,,en,To Trap a Spy
Backyard Dogs,9.99,Two teenage boys aspire to win a backyard wrestling championship and a chance to appear on a national TV show.,0.9854,20/11/2001,96,"For the fame and the fortune, they'll fight like dogs",,10,1,,en,Backyard Dogs
Inside Out,7.99,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",23.985587,09/06/2015,94,Meet the little voices inside your head.,,7.9,6737,,en,Inside Out
Love & Mercy,6.99,The life of reclusive and eccentric Beach Boys songwriter and musician Brian Wilson.,10.444048,29/05/2015,120,"The Life, Love and Genius of Brian Wilson",,7.3,246,,en,Love & Mercy
Fantastic Beasts and Where to Find Them,6.99,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",41.051421,16/11/2016,133,From J.K. Rowling's wizarding world.,,7.2,5612,,en,Fantastic Beasts and Where to Find Them
Got the Facts on Milk?,7.99,"Got the facts on Milk? (also known as ""The Milk Documentary"" is an entertaining, award winning feature documentary that dares to question the conventional wisdom of the much publicized health benefits of milk and dairy products.  Addressing myth, truth and all in-between, the film is a humorous yet shocking exposition that provokes serious thought about this everyday staple.",0.078655,30/08/2011,88,A Little Different than What the Dairy Industry Tells You,,8.3,2,,en,Got the Facts on Milk?
Jig,7.99,Documentary telling the compelling story of the 40th Irish Dancing World Championships.,0.071002,30/11/2011,0,"...to win, they must be foot perfect!",,8,1,,en,Jig
Hells Angels Forever,9.99,"What starts off as a squadron of American daredevil bombers in World War II, branded by society as renegades, turns into a revealing ride into the world of honor, violence, and undying passion for motorcycles on the road.",0.004974,09/10/1983,0,The true story of an American Phenomenon,,9.5,1,,en,Hells Angels Forever
Bruce Lee: A Warrior's Journey,6.99,"Legendary martial artist Bruce Lee is the subject of this thoughtful documentary by Lee aficionado John Little. Using interviews, behind-the-scenes footage and action sequences from Lee's last (unfinished) film, Game of Death, Little paints a textured, complex portrait of the world's most famous action hero",1.165594,22/10/2000,100,You know the legend. Now meet the man.,,7.3,15,,en,Bruce Lee: A Warrior's Journey
The Great Impostor,7.99,"Fitionalized account of Ferdinand Waldo Demara Jr. who stole or created fictional identities and worked in a variety of occupations, most quite successfully.",0.407738,01/03/1961,113,Will the Real Fred Demara Please Stand Up??,,7.5,2,,en,The Great Impostor
Pardners,6.99,"Rich momma's boy Wade Kingsley Jr. an Eastern dude, tries to follow in his murdered father's footsteps by returning to the West to partner up with Slim Moseley Jr.,the son of his father's former partner. Wade overcomes Slim's initial reluctance to accept him by using his fortune to buy a prize cow and new car to help Slim in his job as foreman on the Kingsley family ranch, currently under siege by a gang of outlaws called ""masked raiders."" Wade generously tries to pay off the ranch's mortgage with $15,000 of his own money, but unfortunately neither ""pardner"" realizes that respected banker Dan Hollis, the son of their fathers' murderer, is the leader of the gang.",2.265234,01/08/1956,90,You'll Ride With 'Em! Shoot With 'Em! Laugh With 'Em! In The Biggest Bestest Funniest Most Musical Western Yet!,,7.2,13,,en,Pardners
The Best of Enemies,6.99,"During World War II, a plane full of RAF fighter crashes in the Ethiopian desert and they are met upon by an enemy Italian patrol that allows them to go free. But, when the Brits are given orders to attack the Italians, lots of problems ensue.",0.55901,26/10/1961,104,One of the great comedies of all time!,,7.3,2,,en,The Best of Enemies
Mortal Kombat: The Journey Begins,9.99,"The heroes from the hard-hitting MORTAL KOMBAT video game explode onto the screen in this pulse-pounding animated action-adventure video. Discover the origin of your favorite character as Sonya Blade, Johnny Cage and Liu Kang travel to a mystical land to fight Shang Tsung and Goro for their honor, their lives and for the whole human race in a tournament called Mortal Kombat !  Loaded with wall-to-wall action, this revolutionary video features sensational never-before-seen special effects and awesome computer animation so real you won't believe your eyes.",0.714715,28/08/1995,54,Get Tough. Get Mean. Get Ready.,,10,1,,en,Mortal Kombat: The Journey Begins
Scooby-Doo! Mask of the Blue Falcon,6.99,The Mega Mondo Pop Cartoon-a-Con in sunny California marks the spot for mystery in this all-new original Scooby-Doo adventure! Herculoids Frankenstein Jr. and Space Ghost are just a few of the celebrated comic book characters headlining at the unconventional convention plus there's a megabucks movie premiere starring Scooby-Doo and Shaggy's all-time favorite super heroes Blue Falcon and Dynomutt! So when the gruesome villain Mr. Hyde unleashes monster bats howling hounds and sinister slime upon the festivities it's time for Mystery Incorporated to follow the clues and set their monster traps. But it's the pizza-snacking super-powered tag team of Shaggy and Scooby-Doo who tap into their inner super hero to prevent the entire event from being smothered in ghoulish green goo! Like right on Dog Wonder!,2.245536,15/12/2012,78,Scooby-Doo Foils A Comic Cook Baddie!,,7.1,7,,en,Scooby-Doo! Mask of the Blue Falcon
Jeff Ross Roasts America,7.99,"Jeff Ross visits several cities across the country, roasting the towns and the residents in volunteer-only speed roasts. Roasting his way through cities including Seattle, Toronto, Las Vegas, Miami and Madison, Ross roasts a statue of Abe Lincoln in Washington D.C., gets roasted by John Rich in Nashville, and in Minneapolis, brings an old friend onstage to tell a very intimate story the way only Jeff Ross can.",0.367808,11/08/2012,60,Remember this is completely voluntary.,,7.5,3,,en,Jeff Ross Roasts America
Kevin Hart: Laugh at My Pain,7.99,Experience the show that quickly became a national phenomenon. Get an up-close and personal look at Kevin Hart back in Philly where he began his journey to become one of the funniest comedians of all time. You will laugh 'til it hurts!,6.554298,09/09/2011,89,Alright! Alright! Alright!,,7.7,43,,en,Kevin Hart: Laugh at My Pain
One Froggy Evening,7.99,"A workman finds a singing frog in the cornerstone of an old building being demolished. But when he tries to cash in on his discovery, he finds the frog will sing only for him, and just croak for the talent agent and the audience in the theater he's spent his life savings on.",2.033049,30/12/1955,7,My kind of frog!,,7.8,33,,en,One Froggy Evening
Mickey's Christmas Carol,7.99,"It is an adaptation of the Charles Dickens classic A Christmas Carol, featuring Scrooge McDuck as his namesake and inspiration Ebenezer Scrooge and Mickey Mouse as Bob Cratchit. This film was based on a 1972 audio musical entitled Disney's A Christmas Carol. It is a twenty-four minute animated short film produced by Walt Disney Productions as an accompaniment to a re-release of The Rescuers.",11.742804,19/10/1983,26,He's back! Mickey Mouse - in his first new motion picture in 30 years,,7.6,167,,en,Mickey's Christmas Carol
Faith of Our Fathers,8.99,"With the Vietnam War raging in 1969, two young fathers report for duty. A man of great faith and a doubtful cynic. A quarter-century later, their sons, Wayne and John Paul (David A.R. White and Kevin Downes), meet as strangers. Guided by handwritten letters from their fathers from the battlefield, they embark on an unforgettable journey to The Wall-the Vietnam Veterans Memorial in Washington, D.C. Along the way, they discover the devastation of war cannot break the love of a father for his son.",0.547615,01/07/2015,96,A story of fatherhood. A journey of brotherhood.,,8.7,3,,en,Faith of Our Fathers
Rhymes for Young Ghouls,6.99,"In 1976, a Mi'gMaq teenager plots revenge against the sadistic Indian agent who imprisoned her in a residential school where rape and abuse are common.",0.66618,09/09/2013,86,Growing up means getting even.,,7.4,12,,en,Rhymes for Young Ghouls
White Lion,6.99,"According to the legend of the Shangaan, white lions are the messengers of the gods, but it has been years since one has been seen in their remote African valley. When a white lion is miraculously born into that valley, a young Shangaan named Gisani, finds himself destined to protect this rare and magnificent creature at all costs. This young lion, whom will be known as Letsatsi, is cast from his pride and forced to embark upon a perilous journey of survival.",0.32166,19/02/2010,93,Home is a Journey,,7.2,7,,en,White Lion
Sierra Leone's Refugee All Stars,6.99,"Sierra Leone's Refugee All Stars is a documentary film about the musical band of the same name composed entirely of refugees from Freetown displaced to Guinea during the civil war of Sierra Leone.  The film follows the band for three years as they are relocated between various refugee camps in Guinea, and concludes with their return to Freetown and the recording of their first studio album, Living Like A Refugee.",0.153174,14/08/2007,78,The story of a group of courageous musicians who form a band in a West African refugee camp to keep their hope alive.,,7.3,3,,en,Sierra Leone's Refugee All Stars
Amy,7.99,"A documentary on the life of Amy Winehouse, the immensely talented yet doomed songstress. We see her from her teen years, where she already showed her singing abilities, to her finding success and then her downward spiral into alcoholism and drugs.",11.12024,03/07/2015,128,The girl behind the name.,,7.5,482,,en,Amy
Common Law Cabin,7.99,"After stealing a fortune in unclaimed jewelry, ex-detective Barney Rickert arrives at a run-down dude ranch in Arizona to hide out. When the owner, Dewey Hoople, refuses to sell the land to Rickert, he proceeds to win over the female inhabitants by seducing them one by one which leads to one refusing his advances and a dangerous game played out in which Rickert ruthlessly sets out to get what he wants.",0.48006,01/07/1967,70,Big Woman! Big Appetites! Big Trouble!,,7.6,5,,en,Common Law Cabin
Good Morning... and Goodbye!,7.99,"Tales of eleven losers are told and interwoven. Burt can't satisfy Angel, so she seeks the arms of another man, who is caught by Angel in the arms of another woman. Angel ends up with Justin, who ends up with a co-worker's wife. As Angel and Burt argue, a sorceress watches, and eventually seduces Burt while Angel gets to know Ray, who had previously chased a blonde girl down on the coast. You get the idea.",0.650033,01/11/1967,80,...for those who measure success only in the hours before the morning light!,,7.8,7,,en,Good Morning... and Goodbye!
The Man from U.N.C.L.E.,6.99,"At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",14.656875,13/08/2015,116,Saving the world never goes out of style.,,7.1,2306,,en,The Man from U.N.C.L.E.
The Widowmaker,6.99,"Every minute of every year an American drops dead of a heart attack, hundreds of thousands without any warning or prior symptom. But these people could have been saved. The Widowmaker uncovers a chilling tale of greed, ego, and a conspiracy of silence around that most vulnerable of human organs - the heart.",0.215188,27/02/2015,96,Watch this movie - it could save your life,,7.3,2,,en,The Widowmaker
Feast,7.99,"This Oscar-winning animated short film tells the story of one man's love life as seen through the eyes of his best friend and dog, Winston, and revealed bite by bite through the meals they share.",7.365663,07/11/2014,6,Pet is not just a pet,,8,420,,en,Feast
Sweet Revenge,7.99,"Sweet Revenge was originally shipped out as Dandy, the All-American Girl. The multitalented Stockard Channing plays a car thief with a penchant for elaborate disguises. She hopes to trade in her stolen goods and purchase a snazzy sports model for herself. Sam Waterston costars as a public defender who, much against his will, falls in love with the charming thief. Producer/director Jerry Schatzberg seems so certain of Channing's considerable talents that he feels a coherent story is unecessary.",0.531228,06/06/1976,90,"There's never been a girl so good at being bad. And now she's planning ""Sweet Revenge.""",,7.8,4,,en,Sweet Revenge
The Dream Team,7.99,"The world had rarely seen a frenzy as the one the Dream Team created when it arrived in Barcelona, Spain, in July 1992. The Dream Team featured 11 future Naismith Memorial Basketball Hall of Fame players and three future Hall of Famers on the coaching staff, including head coach Chuck Daly.",0.671027,13/06/2012,70,The Greatest Team Ever Assembled!,,8.3,13,,en,The Dream Team
The Kreutzer Sonata,9.99,"A film by Bernard Rose, based on the novel by Leo Tolstoy with music by Ludwig Van Beethoven. Edgar Hudson meets Abby, a concert pianist, at a dinner party. Abby is involved with someone else but that doesn't stop the two from acting upon their strong attraction to one another. They start to sneak around but it's not long before they realize they should be together. Soon after Abby breaks up with her boyfriend, she becomes pregnant with Edgar's child - something that was not planned.",0.086266,20/06/2008,99,"Love Turns to Jealousy, Jealousy To Rage, Rage To Violence",,10,1,,en,The Kreutzer Sonata
Small Potatoes: Who Killed the USFL?,6.99,"In 1983 the upstart United States Football League (USFL) had the audacity to challenge the almighty NFL. The new league did the unthinkable by playing in the spring and plucked three straight Heisman Trophy winners away from the NFL. The 12-team USFL played before crowds that averaged 25,000, and started off with respectable TV ratings. But with success came expansion and new owners, including a certain high profile and impatient real estate baron whose vision was at odds with the league’s founders. Soon, the USFL was reduced to waging a desperate anti-trust lawsuit against the NFL, which yielded an ironic verdict that effectively forced the league out of business. Now, almost a quarter of a century later, Academy Award-nominated and Peabody Award-winning director Mike Tollin, himself once a chronicler of the league, will showcase the remarkable influence of those three years on football history and attempt to answer the question, “Who Killed the USFL?”",0.54473,20/10/2009,53,"For three glorious years, football was 365",,7.4,7,,en,Small Potatoes: Who Killed the USFL?
The U,7.99,"Throughout the 1980s, Miami, Florida, was at the center of a racial and cultural shift taking place throughout the country. Overwhelmed by riots and tensions, Miami was a city in flux, and the University of Miami football team served as a microcosm for this evolution. The image of the predominantly white university was forever changed when coach Howard Schnellenberger scoured some of the toughest ghettos in Florida to recruit mostly black players for his team. With a newly branded swagger, inspired and fueled by the quickly growing local Miami hip hop culture, these Hurricanes took on larger-than-life personalities and won four national titles between 1983 and 1991. Filmmaker Billy Corben, a Miami native and University of Miami alum, will tell the story of how these “Bad Boys” of football changed the attitude of the game they played, and how this serene campus was transformed into “The U.”",0.550363,12/12/2009,53,In the '80s college football was hit by a hurricane,,8.1,6,,en,The U
Pony Excess,7.99,"From 1981-1984, a small private school in Dallas owned the best record in college football. The Mustangs of Southern Methodist University were riding high on the backs of the vaunted ""Pony Express"" backfield. But as the middle of the decade approached, the program was coming apart at the seams. Wins became the only thing that mattered as the University increasingly ceded power of the football program to the city's oil barons and real estate tycoons and flagrant and frequent NCAA violations became the norm. In 1987, the school and the sport were rocked, as the NCAA meted out ""the death penalty"" on a college football program for the first and only time in its history. SMU would be without football for two years, and the fan base would be without an identity for 20 more until the win in the 2009 Hawaii Bowl. This is the story of Dallas in the 1980's and the greed, power, and corruption that spilled from the oil fields onto the football field and all the way to the Governor's Mansion.",0.217652,11/12/2010,53,A dynasty lost in sudden death.,,7.6,6,,en,Pony Excess
Elway To Marino,7.99,ESPN's critically acclaimed documentary series 30 for 30 examined the 1983 NFL Draft Tuesday night -- the draft that saw future Hall of Fame quarterback John Elway traded to the Denver Broncos.,0.248837,23/04/2013,79,It is The Draft That Changed Everything.,,8.3,3,,en,Elway To Marino
